Keuwl Accelerometer Data File
2019-05-06 18-33-32

Time (s), X (m/s2), Y (m/s2), Z (m/s2), R (m/s2), Theta (deg), Phi (deg)
274.2385559,-8.204929,-15.005659,12.011710,20.899088,54.918011,241.330643
274.2461853,-6.690597,-11.471817,9.032125,16.060696,55.779831,239.748398
274.2566528,-5.104438,-9.137471,4.997896,11.598604,64.474991,240.811096
274.2662659,-3.235764,-7.693767,2.261323,8.647416,74.840752,247.189865
274.2761841,-2.355895,-7.037756,-3.693056,8.289687,116.455338,251.491989
274.2859497,-2.311602,-6.936002,-7.896077,10.761025,137.203064,251.568024
274.2966309,-0.972046,-7.550115,-4.422091,8.803636,120.152466,262.663757
274.3060913,0.349553,-7.371747,4.594473,8.693332,58.095474,272.714813
274.3161621,1.350330,-4.732140,9.129091,10.370962,28.326862,285.926239
274.3261719,1.793257,-1.764527,7.493851,7.904881,18.557793,315.462677
274.3358459,1.746570,0.666785,4.422091,4.801041,22.917112,20.895273
274.3458252,1.064223,2.026692,4.477157,5.028418,27.080101,62.295883
274.3558350,-0.068235,2.701857,6.987478,7.491964,21.146198,91.446686
274.3658447,-1.249773,2.711433,8.960299,9.444615,18.428226,114.746262
274.3761902,-2.389413,2.134431,8.595184,9.172911,20.443314,138.226013
274.3858948,-3.162740,1.379060,8.056489,8.764231,23.183819,156.441193
274.3959656,-3.555390,0.556652,8.118738,8.880572,23.905731,171.101685
274.4061279,-3.513491,-0.177171,8.391677,9.099244,22.744381,182.886749
274.4161072,-3.021482,-0.875081,8.198944,8.781674,20.990082,196.152054
274.4261169,-2.194286,-1.769315,6.066907,6.689748,24.920103,218.880219
274.4363708,-2.225410,-3.960010,-2.669535,5.268828,120.441994,240.665283
274.4465027,-2.483984,-8.470686,-20.940886,22.725389,157.142715,253.656509
274.4562073,0.466869,-16.634912,-20.478804,26.387871,140.902039,271.607605
274.4664001,-0.295684,-25.906460,-20.154390,32.824253,127.879951,269.346069
274.4759521,-0.723049,-26.150667,-22.021868,34.195656,130.090439,268.416199
274.4861450,0.098162,-19.788076,-17.664421,26.525637,131.754303,270.284210
274.4960938,0.772130,-13.014880,-12.107478,17.792536,132.881226,273.395203
274.5064087,1.587356,-8.014590,-9.332599,12.403659,138.799301,281.202911
274.5162048,1.638831,-4.975151,-4.580108,6.958109,131.165802,288.232056
274.5259399,-0.278924,-6.819883,1.508347,6.990259,77.538803,267.657990
274.5359802,-0.359130,-12.617443,7.692570,14.781898,58.640594,268.369629
274.5460815,-0.205901,-17.822437,11.610682,21.271803,56.918941,269.338104
274.5561523,-3.627216,-18.750191,7.111976,20.379072,69.574799,259.051392
274.5665588,-6.895301,-16.050728,-3.361459,17.789616,100.891876,246.751923
274.5762329,-8.439561,-10.785878,-4.885368,14.540570,109.632256,231.958099
274.5862732,-9.733627,-6.132748,1.555034,11.609144,82.302147,212.213303
274.5959473,-10.673351,-4.259285,8.736442,14.435628,52.756767,201.754868
274.6058960,-10.195708,-4.874595,13.449428,17.567051,40.039124,205.552582
274.6160889,-8.619126,-6.388927,13.862428,17.529251,37.738083,216.547699
274.6258850,-6.523003,-7.794323,11.520899,15.363338,41.418667,230.074326
274.6364441,-4.699818,-8.803479,8.820239,13.318640,48.528477,241.904068
274.6466064,-3.709816,-9.856929,6.539762,12.397187,58.161968,249.375351
274.6561279,-3.366248,-11.178528,4.622006,12.556037,68.400879,253.241104
274.6689758,-3.244143,-12.797009,3.159149,13.574539,76.542381,255.774750
274.6762695,-3.432088,-14.285005,3.671508,15.143333,75.968788,256.490295
274.6863403,-2.908955,-14.903906,3.901352,15.678296,75.591255,258.955811
274.6960754,-1.459266,-15.917850,2.104503,16.122540,82.499680,264.762054
274.7062683,-0.233435,-16.175226,1.177947,16.219742,85.835266,269.173187
274.7164001,1.053449,-15.588647,1.203086,15.670452,85.596832,273.866058
274.7264404,2.651578,-14.071920,2.292448,14.501901,80.904579,280.671143
274.7362976,4.375403,-11.617864,3.654749,12.941256,73.595863,290.636871
274.7462463,5.973533,-9.563639,4.007894,11.967017,70.432838,301.989258
274.7560425,6.584054,-8.661025,6.017826,12.432915,61.051468,307.241852
274.7659912,4.914099,-8.408437,11.054029,14.732337,41.381527,300.303070
274.7762146,5.195418,-9.933543,7.453150,13.461690,56.381783,297.610352
274.7860718,6.155493,-11.288661,2.330755,13.067378,79.725494,298.602783
274.7958374,6.175843,-11.343728,-1.902193,13.055249,98.378006,298.565125
274.8061523,5.813122,-10.225636,-5.434838,12.957371,114.799225,299.617584
274.8160095,5.443218,-8.352173,-8.282741,12.961142,129.720566,303.092804
274.8260498,4.314352,-7.277176,-11.286267,14.104990,143.145508,300.662048
274.8360596,2.457648,-7.914034,-12.834118,15.276994,147.150101,287.251831
274.8458557,0.502782,-7.914034,-11.385626,13.875056,145.143127,273.635132
274.8564758,-0.512359,-9.720459,-8.128315,12.681457,129.863495,266.982758
274.8659668,-0.512359,-9.720459,-4.734534,10.824307,115.938004,266.982758
274.8760071,-0.797269,-9.831789,-2.030283,10.070837,101.630554,265.363983
274.8858643,-0.694318,-9.539697,-2.030283,9.778033,101.983917,265.837250
274.8962708,-0.614113,-9.063251,1.953669,9.291741,77.862495,266.123657
274.9058838,-0.820014,-8.959103,1.953669,9.206235,77.748016,264.770355
274.9158630,-1.286883,-9.362526,3.551798,10.095951,69.402290,262.173706
274.9259644,-1.827973,-10.360908,4.351461,11.385303,67.529984,259.994293
274.9362793,-2.237381,-12.291832,3.960010,13.106360,72.413574,259.683868
274.9458618,-2.244564,-14.399926,1.604115,14.661825,83.718834,261.140411
274.9560242,-1.395820,-15.133749,-2.388216,15.384481,98.930450,264.730377
274.9664001,-0.107739,-14.743494,-5.383362,15.695950,110.058403,269.581329
274.9761658,1.164779,-14.413095,-8.283937,16.664862,119.807663,274.620270
274.9863892,1.671153,-14.638149,-11.897985,18.937536,128.922989,276.512939
274.9961548,1.731008,-14.998477,-14.893131,21.207453,134.608551,276.583496
275.0064392,1.373075,-15.538369,-13.365631,20.541819,130.590988,275.049927
275.0159607,1.237802,-16.067488,-10.058042,18.996330,121.969849,274.405243
275.0261536,1.353921,-16.293739,-6.933608,17.759335,112.980667,274.750061
275.0362549,1.521515,-16.099810,-4.571728,16.805344,105.785706,275.398712
275.0469360,1.972822,-16.801310,-2.236184,17.063896,97.530136,276.697052
275.0562744,2.699462,-17.699137,0.337582,17.906996,88.919800,278.671875
275.0669556,2.919729,-18.474857,3.197456,18.975481,80.299110,278.980621
275.0761414,2.430115,-19.694704,4.991910,20.462307,75.879829,277.034119
275.0859680,1.344344,-20.920534,6.348226,21.903790,73.152634,273.676758
275.0964355,0.077812,-22.092497,6.479907,23.023329,73.653259,270.201813
275.1062927,-0.939724,-22.930468,6.512228,23.855785,74.158142,267.653259
275.1159363,-2.116474,-23.459585,6.115988,24.335918,75.444641,264.844849
275.1259460,-3.536236,-23.762451,5.486313,24.642618,77.136147,261.535583
275.1359253,-5.197812,-22.577322,6.642713,24.101418,74.001335,257.035126
275.1459351,-7.400477,-20.930111,10.261548,24.456820,65.192039,250.527405
275.1564941,-8.797494,-17.696741,13.037625,23.675941,56.587025,243.566879
275.1661682,-7.797915,-13.214796,12.800599,19.982334,50.163738,239.455582
275.1758118,-5.232528,-9.631873,9.143456,14.274282,50.166817,241.486923
275.1858521,-2.953248,-7.668628,4.981137,9.609435,58.777763,248.937927
275.1959839,-1.144428,-7.070077,0.697910,7.196026,84.434395,260.805328
275.2061462,-0.684742,-7.126341,-6.344635,9.565981,131.548187,264.511536
275.2161560,-0.966060,-7.574057,-8.234857,11.229981,137.163101,262.731262
275.2257996,-0.271742,-8.066066,-2.706645,8.512414,108.539864,268.070465
275.2358704,0.949301,-7.222109,6.054936,9.472185,50.265327,277.488251
275.2458496,1.948880,-4.455609,9.127894,10.342585,28.047939,293.624542
275.2558594,2.323573,-1.605312,6.600814,7.179607,23.163851,325.360138
275.2658386,1.962048,0.653617,4.770447,5.199424,23.437401,18.424461
275.2763672,1.022324,1.940500,5.729325,6.134806,20.948084,62.218159
275.2858582,-0.129287,2.255338,8.275558,8.578353,15.268469,93.280884
275.2958984,-1.030704,1.905785,9.242816,9.493367,13.192753,118.405815
275.3058777,-1.747767,1.491588,9.506178,9.779925,13.588241,139.521744
275.3158875,-2.365471,1.052252,9.434352,9.783133,15.345234,156.018677
275.3258972,-2.796427,0.626084,9.263166,9.696301,17.190001,167.380325
275.3362122,-3.343503,-0.166397,9.333796,9.915969,19.730782,182.849106
275.3458862,-3.667917,-0.974440,9.451111,10.184628,21.878210,194.877869
275.3558960,-3.763685,-1.657985,8.621520,9.552217,25.502365,203.774536
275.3666992,-4.005499,-3.178303,2.719813,5.791634,61.990971,218.431458
275.3760376,-6.053739,-7.217321,-18.250999,20.538658,152.699966,230.010773
275.3859253,-2.808398,-13.318944,-24.596830,28.112017,151.039993,258.093170
275.3958435,-2.322376,-22.827517,-19.662382,30.217516,130.594009,264.190948
275.4058228,-3.701436,-26.209326,-18.632875,32.369946,125.143250,261.961517
275.4158630,-3.354277,-21.076157,-17.387890,27.528063,129.171402,260.957184
275.4258423,-1.987187,-13.947422,-12.443863,18.797054,131.453445,261.891235
275.4361267,0.043096,-7.688979,-9.445126,12.179189,140.851608,270.321136
275.4459534,2.491167,-2.445677,-4.501099,5.696239,142.203064,315.527924
275.4560242,1.677138,-1.514333,2.306813,3.229146,44.408203,317.920288
275.4658508,-0.179565,-6.376956,10.450690,12.243967,31.401417,268.387054
275.4758606,-1.145625,-14.395138,13.077129,19.481882,47.836720,265.449738
275.4858398,-6.446388,-23.691822,3.936068,24.866663,80.892525,254.778687
275.4961243,-13.348871,-30.164547,-15.995662,36.659973,115.869637,246.128922
275.5057983,-11.394006,-21.963209,-6.171055,25.500742,104.004326,242.580765
275.5159607,-7.107188,-11.121067,4.632780,13.987597,70.657990,237.418396
275.5258484,-4.333505,-4.657919,9.068039,11.077220,35.053066,227.066360
275.5358582,-3.136404,-2.882619,12.132617,12.858729,19.346643,222.585617
275.5458069,-2.960430,-3.549404,14.401123,15.124640,17.793703,230.169724
275.5563354,-2.825158,-5.189432,14.140155,15.325003,22.678129,241.435867
275.5660400,-2.154782,-6.675035,11.585542,13.543410,31.191891,252.109299
275.5758972,-1.454478,-8.373720,8.900445,12.306608,43.678623,260.146301
275.5858765,-1.651999,-11.045650,6.416461,12.880467,60.122036,261.493835
275.5958862,-3.041833,-15.036784,4.462792,15.977301,73.780327,258.563812
275.6058960,-3.554192,-17.361553,3.961207,18.158937,77.400139,258.430481
275.6162415,-2.803610,-17.428591,3.816358,18.060471,77.800873,260.861542
275.6258545,-2.346318,-18.150444,2.493561,18.470562,82.241272,262.634186
275.6358948,-0.901417,-16.882713,0.829591,16.927103,87.190826,266.943726
275.6470642,0.234632,-14.798561,0.421380,14.806418,88.369186,270.908356
275.6558533,1.376666,-12.482170,0.870292,12.587977,86.035591,276.293762
275.6661682,2.565387,-10.255563,1.441309,10.669355,82.236252,284.044098
275.6761475,3.578135,-8.529344,2.078167,9.480060,77.337097,292.758484
275.6858215,3.828329,-7.137115,5.802348,9.963019,54.381290,298.208984
275.6975403,3.153164,-7.128736,7.876924,11.081842,44.700325,293.860626
275.7061462,2.559402,-9.244013,5.536592,11.075024,60.005497,285.475891
275.7160950,2.782062,-11.220427,1.262941,11.628966,83.765205,283.925446
275.7279053,3.748123,-11.171345,-3.366248,12.254754,105.943489,288.547241
275.7362671,4.618415,-9.612720,-6.855796,12.678173,122.735107,295.661865
275.7481079,4.556166,-7.912837,-8.894460,12.746883,134.248779,299.933075
275.7561951,3.357868,-7.219715,-9.402030,12.320622,139.739426,294.942993
275.7662659,1.713051,-7.375339,-8.884883,11.673530,139.562469,283.076080
275.7760010,0.150835,-7.872135,-7.252037,10.704453,132.646927,271.097687
275.7861938,-0.866701,-8.397662,-4.955997,9.789474,120.414879,264.107513
275.7971802,-1.192312,-8.807071,-2.916138,9.353607,108.165695,262.290100
275.8058167,-1.266533,-9.230844,-1.497573,9.436913,99.131050,262.187439
275.8160400,-1.217452,-9.695320,-0.616507,9.790889,93.610153,262.842773
275.8260498,-1.127669,-10.091560,-0.083797,10.154716,90.472809,263.623993
275.8359070,-1.142034,-10.563218,0.313640,10.629402,88.309135,263.829468
275.8470764,-1.429338,-11.579556,0.907402,11.702671,85.552933,262.963226
275.8562012,-2.245761,-13.344083,1.890222,13.663123,82.047920,260.446838
275.8658142,-3.033453,-15.139734,2.276886,15.607614,81.611580,258.670044
275.8758545,-1.832761,-15.188815,-0.624887,15.311748,92.338943,263.119659
275.8858337,-0.034716,-14.721947,-4.381389,15.360127,106.573456,269.864899
275.8958435,1.371878,-14.808138,-8.021772,16.897095,118.342598,275.292969
275.9061584,1.382651,-15.978902,-11.656171,19.826834,126.008034,274.945465
275.9158936,1.456872,-17.884687,-13.379996,22.383226,126.710274,274.656982
275.9258423,1.978808,-18.350359,-11.523293,21.758621,121.978203,276.154694
275.9358521,2.302025,-17.641676,-8.838196,19.865593,116.416924,277.434387
275.9461975,2.626439,-17.039534,-6.920440,18.577847,111.870522,278.762482
275.9559631,2.987964,-16.613365,-4.866215,17.567352,106.081436,280.195801
275.9658203,3.135207,-16.170439,-1.825579,16.572428,96.324402,280.972656
275.9758301,2.758120,-16.170439,1.856703,16.508715,83.542389,279.679535
275.9858093,2.048239,-15.695189,4.223372,16.382036,75.060135,277.435150
275.9958496,0.878672,-15.909471,6.131551,17.072763,68.952469,273.161194
276.0059509,-0.053870,-17.444153,6.782773,18.716499,68.752625,269.823059
276.0159607,-0.053870,-19.487604,6.520608,20.549646,71.499680,269.841614
276.0259705,-0.818817,-21.261707,6.290765,22.187935,73.529488,267.794556
276.0358582,-1.674744,-22.164322,6.290765,23.100555,74.197578,265.678925
276.0458374,-2.956839,-22.201433,6.359000,23.282684,74.149902,262.413849
276.0559692,-4.545392,-21.602882,6.623559,23.048138,73.298874,258.117889
276.0661621,-6.245275,-20.044256,7.885303,22.426628,69.414513,252.694305
276.0758362,-7.407660,-18.033127,10.500969,22.143564,61.691284,247.668091
276.0858459,-7.301118,-14.826094,11.727997,20.264877,54.638371,243.782028
276.0958862,-6.240487,-11.494562,8.731653,15.726106,56.273235,241.502121
276.1058350,-4.788404,-9.303867,4.171896,11.264790,68.262894,242.766571
276.1160583,-3.262100,-7.915231,0.940921,8.612637,83.727982,247.602005
276.1261597,-2.115277,-7.179014,-1.473631,7.627859,101.139046,253.582535
276.1358643,-1.385046,-7.086837,-5.209783,8.904125,125.809891,258.941559
276.1460266,-1.003170,-7.376535,-5.304354,9.140886,125.470856,262.255585
276.1558533,-1.003170,-7.823054,0.657208,7.914445,85.236725,262.692688
276.1658325,1.198298,-6.998251,6.858191,9.871485,45.992889,279.716431
276.1762085,2.255338,-4.577713,7.928399,9.428761,32.767479,296.228455
276.1858215,2.580950,-2.151190,5.930438,6.816085,29.533796,320.189209
276.1960754,2.151190,-0.487220,4.936844,5.407165,24.074053,347.238464
276.2059021,1.110910,0.356736,5.765238,5.882121,11.441121,17.802900
276.2161865,-0.128090,0.696713,8.135497,8.166280,4.976419,100.417427
276.2261047,-1.310825,0.701501,10.348937,10.455183,8.175172,151.846100
276.2359924,-2.618060,0.435745,10.551247,10.879931,14.119323,170.550430
276.2459717,-3.787627,0.137667,9.645041,10.363006,21.452900,177.918427
276.2565918,-4.432865,0.050278,9.718064,10.681460,24.521343,179.350174
276.2659302,-4.613626,0.137667,9.289502,10.373011,26.421427,178.290848
276.2762146,-4.319140,0.268151,8.819042,9.823563,26.136938,176.447388
276.2904358,-2.713828,0.274136,2.506729,3.704551,47.416656,174.231857
276.2964478,-2.713828,-0.581791,2.506729,3.739924,47.912708,192.099930
276.3063354,-3.013103,-3.806781,-17.180792,17.853571,164.220810,231.638062
276.3163452,-0.969652,-9.430760,-25.451561,27.159924,159.570084,264.129578
276.3263550,1.193510,-18.454506,-19.993979,27.235132,137.233292,273.700348
276.3367920,-1.406593,-27.451916,-19.622877,33.773415,125.521996,267.066833
276.3461914,-3.541024,-27.445930,-20.628443,34.515945,126.701752,262.648407
276.3568726,-2.516306,-20.550631,-16.132132,26.247017,127.924843,263.019226
276.3663330,-0.726640,-13.704411,-12.911930,18.842951,133.254425,266.964874
276.3761597,1.374272,-8.531737,-10.854114,13.874111,141.474274,279.150482
276.3861389,1.733402,-8.025364,-3.974375,9.121777,115.829964,282.188110
276.3961792,2.934094,-12.781446,5.840655,14.355748,65.992805,282.928772
276.4060974,2.607286,-16.758215,14.018051,22.003216,50.424755,278.843323
276.4159851,0.171185,-17.288530,12.679692,21.440550,53.744404,270.567291
276.4260254,-3.338714,-15.225925,3.238158,15.920474,78.264389,257.632019
276.4360046,-6.336255,-11.611878,-3.453636,13.671556,104.632294,241.380020
276.4460144,-9.206903,-7.364564,0.338780,11.794856,88.354088,218.656174
276.4561768,-11.742362,-5.919664,6.788759,14.799079,62.694912,206.753998
276.4662170,-12.176909,-6.890512,11.438298,18.071827,50.732979,209.504089
276.4758606,-10.327389,-7.155072,12.660539,17.836458,44.780350,214.715179
276.4860535,-7.663840,-7.194576,10.846931,15.104711,44.100868,223.191071
276.4958801,-5.114015,-7.248446,8.546103,12.317832,46.068390,234.795776
276.5060730,-4.163517,-8.410830,6.839037,11.612466,53.918228,243.663742
276.5162048,-3.866636,-10.004171,5.586870,12.093281,62.484970,248.868362
276.5257874,-3.678691,-11.556811,4.460398,12.922376,69.807915,252.343018
276.5359192,-3.818752,-13.655330,4.440047,14.858160,72.612724,254.376205
276.5457458,-3.476381,-14.899117,4.580108,15.970169,73.334038,256.866272
276.5560608,-1.780089,-16.089035,2.778471,16.423937,80.260315,263.686493
276.5658875,0.033519,-16.207548,1.654393,16.291801,84.171707,270.118500
276.5757751,1.338359,-15.314511,1.717840,15.468562,83.623947,274.994476
276.5859680,2.713828,-14.004883,2.257732,14.442956,81.006599,280.966705
276.5957642,4.720169,-11.726800,3.269282,13.057030,75.499718,291.925323
276.6061401,6.792350,-9.331401,4.982334,12.571186,66.651077,306.050964
276.6163025,7.526173,-7.933187,5.263652,12.136094,64.296204,313.491852
276.6260071,5.969942,-7.841011,13.372813,16.611856,36.388184,307.284698
276.6361389,4.977545,-9.144653,12.443863,16.224993,39.918640,298.559998
276.6459045,5.750873,-11.616667,6.782773,14.629610,62.378197,296.337891
276.6561279,6.491878,-12.994530,0.835576,14.549931,86.707794,296.546051
276.6661987,6.992266,-11.933898,-3.581726,14.287704,104.518105,300.366730
276.6761169,7.073669,-9.615114,-7.108385,13.893032,120.773865,306.341248
276.6859436,6.114791,-8.061277,-11.204864,15.097146,137.917816,307.181732
276.6959534,3.890578,-8.386889,-14.603434,17.284002,147.662338,294.886017
276.7061462,1.233014,-9.330204,-14.534001,17.315029,147.075394,277.528168
276.7161560,-0.293290,-9.372103,-11.348516,14.721112,140.434845,268.207581
276.7262573,-0.630872,-8.959103,-7.369353,11.617697,129.369675,265.972046
276.7371216,-0.633266,-8.755595,-4.059369,9.671605,114.816933,265.863159
276.7465820,-0.778116,-9.211691,-1.543063,9.372393,99.476273,265.171661
276.7563477,-1.028310,-10.242394,0.223858,10.296319,88.754204,264.266876
276.7664490,-1.197101,-11.235989,1.431733,11.389923,82.778717,263.918549
276.7760925,-1.198298,-11.923124,2.369063,12.215124,78.816895,264.260925
276.7862854,-1.392228,-13.013683,3.762488,13.618024,73.961250,263.893616
276.7975159,-1.511938,-14.041993,4.905719,14.950907,70.845177,263.854492
276.8060913,-1.207875,-14.155718,3.810372,14.709257,74.986542,265.122894
276.8159485,-1.414973,-13.983335,-1.138443,14.100776,94.630882,264.221924
276.8269958,-1.170765,-14.016854,-6.771999,15.610986,115.708771,265.225433
276.8362732,-0.626084,-14.609419,-11.006145,18.301977,126.967628,267.546112
276.8469849,-0.138864,-16.306908,-13.413515,21.115324,129.438553,269.512115
276.8560486,1.304840,-17.709909,-12.812571,21.897614,125.810944,274.213867
276.8660583,2.967613,-17.663223,-10.615891,20.820501,120.655624,279.537231
276.8763428,3.829526,-17.128119,-8.306683,19.417484,115.327637,282.602997
276.8861389,4.077325,-17.134104,-5.938818,18.586868,108.633705,283.385468
276.8971558,3.730166,-16.882713,-3.278859,17.598042,100.738075,282.459106
276.9075012,2.889802,-16.057911,-0.028730,16.315891,90.100891,280.201813
276.9161682,1.278504,-15.599422,3.479972,16.033924,77.464874,274.685394
276.9266052,0.023942,-15.896302,5.382165,16.782751,71.294960,270.086304
276.9359741,-0.922965,-17.105373,5.591658,18.019775,71.922279,266.911438
276.9462280,-1.820790,-19.151220,5.249287,19.940901,74.737473,264.568970
276.9562378,-2.643199,-21.216219,4.249708,21.798498,78.757950,262.898468
276.9663086,-3.300407,-22.580914,3.679888,23.115620,80.839836,261.684570
276.9761963,-4.465186,-23.300371,4.048595,24.067327,80.315681,259.151611
276.9867554,-6.092046,-22.999899,5.479131,24.415758,77.031837,255.164581
276.9961548,-7.750031,-21.417332,8.525752,24.319817,69.477936,250.106949
277.0061340,-7.981071,-17.712305,11.003751,22.327244,60.472607,245.743927
277.0162659,-6.730101,-13.409924,11.079168,18.651228,53.557331,243.349091
277.0262756,-4.819528,-10.208876,8.196549,13.951072,54.018703,244.728378
277.0359192,-2.597709,-8.347384,4.699818,9.925483,61.737598,252.713837
277.0459595,-0.785298,-7.360973,1.971625,7.660805,75.086220,263.910492
277.0559692,0.338780,-6.868965,-0.580594,6.901778,94.825562,272.823547
277.0659180,0.288501,-7.084443,-3.870227,8.077823,118.627785,272.331970
277.0761108,0.149638,-7.461530,-4.095282,8.512823,118.755447,271.148895
277.0861816,0.587777,-7.608773,0.667982,7.660621,84.997635,274.417328
277.0958252,1.866280,-7.608773,4.995502,9.291472,57.476620,283.781433
277.1058350,2.962825,-6.296751,7.498640,10.230200,42.862312,295.198486
277.1158447,3.266888,-3.459621,7.062895,8.516221,33.968372,313.358765
277.1258545,3.266888,-0.812831,6.008249,6.887112,29.262403,346.027985
277.1361389,1.556231,1.423353,7.390901,7.685909,15.925991,42.446518
277.1462097,-0.253785,2.558204,9.032125,9.390853,15.887650,95.665459
277.1558228,-0.253785,2.553416,9.032125,9.389549,15.859682,95.676018
277.1658630,-1.453280,2.043451,9.412804,9.741077,14.916927,125.420029
277.1758423,-1.910573,1.350330,9.033323,9.331378,14.520297,144.748596
277.1858215,-2.200271,0.650026,9.090784,9.375824,14.164206,163.541290
277.1960449,-2.341529,-0.022745,8.639477,8.951192,15.165081,180.556534
277.2060852,-2.572570,-0.834379,8.737639,9.146619,17.198469,197.969788
277.2159729,-2.602497,-1.489193,8.267179,8.794142,19.935356,209.778931
277.2259827,-2.448071,-2.579752,5.075707,6.197659,35.018013,226.500259
277.2358093,-3.878607,-5.538986,-10.785878,12.730244,147.915329,234.998840
277.2458496,-4.958392,-12.119449,-25.003845,28.225147,152.358932,247.749207
277.2558289,-4.065354,-22.087708,-19.999964,30.073118,131.685745,259.571136
277.2661743,-5.549759,-28.797459,-19.529503,35.234852,123.660217,259.091858
277.2758179,-4.953603,-25.072081,-19.986795,32.444096,128.027374,258.823761
277.2858276,-2.671929,-17.244238,-14.917073,22.956959,130.525345,261.192291
277.2958374,-0.317232,-9.828198,-10.972627,14.734064,138.134323,268.151276
277.3059082,2.442086,-4.019865,-8.202535,9.455404,150.169067,301.278870
277.3153992,3.463213,-0.992397,-2.129642,4.184981,120.589081,344.010132
277.3255920,2.132037,-4.056975,7.951144,9.177435,29.959372,297.722992
277.3352966,1.950077,-11.173739,15.383943,19.113371,36.401466,279.899750
277.3457336,-1.926135,-20.074184,11.744757,23.337141,59.783779,264.519196
277.3562622,-9.539697,-26.563667,-4.466383,28.575912,98.992134,250.245483
277.3670044,-12.227188,-23.521835,-10.937910,28.677845,112.420815,242.533554
277.3754883,-9.096769,-13.295002,-0.846350,16.131479,93.007446,235.619095
277.3857422,-6.895301,-4.924873,6.600814,10.741056,52.081463,215.535797
277.3955078,-6.440403,-1.921347,9.911995,11.975725,34.139477,196.611267
277.4053955,-6.849811,-3.422511,13.054385,15.134414,30.394413,206.549026
277.4154053,-6.453571,-6.080075,14.171280,16.716492,32.033031,223.293121
277.4257507,-4.876989,-7.603985,12.121843,15.117695,36.694645,237.324997
277.4357300,-3.129222,-8.506598,8.959103,12.744402,45.333145,249.803543
277.4473877,-2.279280,-9.655815,6.657078,11.947659,56.138531,256.718323
277.4553528,-2.503138,-11.805809,4.975151,13.053542,67.596046,258.029083
277.4653931,-3.216610,-14.617799,5.209783,15.848295,70.808395,257.589996
277.4753723,-2.699462,-15.933413,5.809530,17.172983,70.226982,260.384186
277.4854126,-1.795651,-18.007988,4.407725,18.626326,76.311714,264.305634
277.4959412,-0.217872,-17.973272,3.060987,18.233364,80.335518,269.305481
277.5057983,1.258153,-16.537949,2.409764,16.759884,81.733269,274.350494
277.5163269,2.695871,-14.993689,3.142390,15.554839,78.344887,280.192902
277.5258179,4.218584,-13.068750,3.786430,14.245200,74.585274,287.890045
277.5358276,5.887342,-10.518925,3.900155,12.669640,72.071213,299.235321
277.5458679,6.484695,-8.215703,4.985925,11.593468,64.528419,308.284210
277.5560303,4.493917,-6.622362,10.948685,13.561882,36.165764,304.160706
277.5661926,3.344700,-7.487866,9.416395,12.486939,41.053249,294.069489
277.5758057,3.514688,-9.616311,5.170279,11.469885,63.206913,290.076965
277.5858765,3.946841,-11.190498,0.378284,11.872149,88.174065,289.427521
277.5958557,4.517859,-11.191696,-3.982754,12.709345,108.262566,291.982910
277.6058350,5.166687,-9.771935,-7.612364,13.421380,124.553947,297.866638
277.6157837,4.729745,-8.066066,-10.296265,13.908450,137.755997,300.386322
277.6260681,2.682703,-8.060080,-12.715605,15.292102,146.254639,288.409424
277.6358643,0.373495,-9.212888,-13.104663,16.023390,144.869736,272.321533
277.6460266,-0.919373,-9.696517,-10.693702,14.464540,137.672211,264.583710
277.6558533,-1.011550,-9.566033,-7.387310,12.128667,127.522903,263.963745
277.6660767,-0.620098,-9.483433,-4.478354,10.505982,115.230896,266.258911
277.6762085,-0.490811,-9.986216,-2.056619,10.207600,101.623474,267.186249
277.6860046,-0.678756,-10.864887,-0.099359,10.886522,90.522934,266.425232
277.6959229,-0.867898,-11.476605,1.344344,11.587623,83.337799,265.675354
277.7064209,-1.069011,-11.937490,2.455254,12.234162,78.422783,264.882782
277.7160034,-1.355118,-12.811374,3.493140,13.348022,74.829208,263.962006
277.7260742,-1.625663,-14.445415,3.034651,14.849980,78.208321,263.579041
277.7360535,-0.650026,-15.540763,-0.387861,15.559186,91.428421,267.604889
277.7459106,0.823605,-15.891514,-4.769250,16.612173,106.684036,272.966797
277.7560425,1.759738,-15.998055,-9.042900,18.461000,119.329933,276.277130
277.7658691,2.342726,-16.109386,-13.231556,20.977959,129.104446,278.274292
277.7761536,3.320758,-16.681601,-14.858416,22.584856,131.139374,281.258514
277.7861328,3.961207,-17.308882,-12.977770,21.993433,126.162315,282.890381
277.7959900,3.773262,-17.749414,-10.153810,20.793728,119.229637,282.001556
277.8066711,3.404555,-18.416199,-7.706935,20.252018,112.367844,280.473877
277.8160400,3.245340,-19.033903,-4.416105,19.807161,102.882652,279.676056
277.8261719,2.656367,-19.001581,0.191536,19.187315,89.428040,277.958221
277.8367310,1.331176,-18.850746,4.491522,19.424120,76.630249,274.039337
277.8460693,0.106542,-19.297266,6.546945,20.377888,71.259834,270.316345
277.8566589,-0.638055,-20.263327,6.750452,21.367689,71.583717,268.196472
277.8659058,-1.309628,-21.788433,6.040571,22.648167,74.531212,266.560272
277.8763733,-2.287660,-23.385365,5.850232,24.214333,76.018890,264.412842
277.8862305,-3.627216,-24.479515,6.065710,25.479328,76.227699,261.571594
277.8982544,-5.286397,-24.607605,6.329072,25.952599,75.884911,257.875549
