Keuwl Accelerometer Data File
2019-04-23 13-21-05

Time (s), X (m/s2), Y (m/s2), Z (m/s2), R (m/s2), Theta (deg), Phi (deg)
3.6558449,7.700950,-2.304419,2.987964,8.575716,69.609207,343.340790
3.6657960,7.965509,-3.479972,3.241749,9.277309,69.547684,336.400452
3.6761248,8.553286,-4.926070,3.804387,10.578196,68.921654,330.061188
3.6856463,9.524135,-6.226121,4.479551,12.228659,68.511414,326.826538
3.6979907,10.925940,-7.216124,4.963180,14.002919,69.240936,326.556915
3.7058115,12.599486,-8.137892,4.989516,15.807201,71.600044,327.141968
3.7156684,14.058752,-9.078813,4.584896,17.352079,74.678947,327.146576
3.7254865,15.210363,-9.798270,4.182671,18.570297,76.983337,327.211029
3.7361236,16.078262,-10.175357,3.957615,19.434792,78.250359,327.671753
3.7477927,16.688784,-10.408792,3.982754,20.067905,78.552856,328.048218
3.7561259,16.990452,-10.559627,4.387374,20.479996,77.629799,328.138885
3.7657747,16.898275,-10.722432,5.017050,20.632330,75.926613,327.603729
3.7762470,16.384720,-10.954670,5.573701,20.482431,74.209480,326.233673
3.7855299,15.503654,-11.119870,6.066907,20.020542,72.360069,324.350311
3.7983854,14.360422,-11.076775,6.191406,19.163773,71.150787,322.355560
3.8060346,13.078327,-10.722432,5.924452,17.919607,70.694023,320.652954
3.8163488,11.736377,-10.017340,5.287594,16.310986,71.084473,319.518280
3.8258426,10.396821,-9.008183,4.365827,14.432661,72.392403,319.093140
3.8358274,9.185355,-7.793127,3.446453,12.529230,74.033630,319.687744
3.8455689,8.159439,-6.490681,2.729390,10.777521,75.330177,321.498413
3.8560860,7.314286,-5.200206,2.281674,9.259966,75.735298,324.588470
3.8659143,6.658275,-3.995923,2.154782,8.058728,74.491295,329.030182
3.8760204,6.130353,-3.029862,2.269703,7.205057,71.638260,333.699615
3.8858140,5.585672,-2.321178,2.473210,6.534858,67.761414,337.434204
3.8960831,5.151125,-1.832761,2.580950,6.046024,64.730042,340.414520
3.9055481,4.805163,-1.623269,2.614468,5.706140,62.729942,341.334137
3.9153838,4.467580,-1.612495,2.457648,5.347845,62.641373,340.153839
3.9254384,4.209007,-1.667562,1.970428,4.937518,66.479790,338.387085
3.9350927,4.106056,-1.691504,1.389834,4.653226,72.621552,337.610626
3.9455397,4.141969,-1.671153,0.848745,4.546320,79.240425,338.027496
3.9557123,4.258088,-1.605312,0.237026,4.556810,87.018372,339.343414
3.9658284,4.407725,-1.562217,-0.207098,4.680967,92.535744,340.484314
3.9767876,4.514267,-1.568202,-0.448913,4.799936,95.366417,340.843384
3.9856653,4.558560,-1.696292,-0.562637,4.896369,96.598381,339.589203
3.9956484,4.509479,-2.008735,-0.535104,4.965557,96.186386,335.989532
4.0057025,4.390966,-2.431312,-0.441730,5.038550,95.029587,331.026367
4.0158272,4.262876,-2.899378,-0.265756,5.162280,92.950912,325.778564
4.0280275,4.180276,-3.384204,-0.117316,5.379713,91.249550,321.007599
4.0356846,4.082114,-3.849876,-0.055067,5.611438,90.562271,316.677063
4.0457644,3.997120,-4.237737,-0.112527,5.826495,91.106628,313.326324
4.0556297,4.112041,-4.396951,-0.204704,6.023618,91.947495,313.082275
4.0658779,4.400543,-4.339490,-0.263362,6.185896,92.440086,315.400238
4.0768671,4.697424,-4.235343,-0.347159,6.334385,93.141701,317.961212
4.0859537,4.891354,-4.120421,-0.287304,6.402012,92.572136,319.889587
4.0961266,5.069722,-4.134786,0.112527,6.543027,89.014572,320.799866
4.1058164,5.328296,-4.305972,0.700304,6.886404,84.163292,321.057190
4.1156182,5.814319,-4.592079,1.260547,7.515481,80.344330,321.698761
4.1259246,6.506243,-5.093664,1.647211,8.425551,78.725960,321.943024
4.1368279,7.145495,-5.899313,1.777695,9.435051,79.139763,320.456970
4.1494546,7.911640,-6.716933,1.476025,10.482838,81.905624,319.668945
4.1562328,8.811859,-7.374141,1.266533,11.559885,83.709892,320.075958
4.1682529,9.653421,-7.818265,1.459266,12.507729,83.300095,320.996124
4.1756334,10.419566,-8.152257,1.988384,13.378353,81.452629,321.960419
4.1854677,11.105505,-8.479065,2.785654,14.247338,78.724838,322.638214
4.1978698,11.663354,-8.904037,3.645172,15.119622,76.049187,322.641174
4.2056603,12.175713,-9.373300,4.411316,15.986445,73.981895,322.409637
4.2154870,12.613852,-9.939528,4.967968,16.810240,72.810539,321.762421
4.2255344,12.939463,-10.360908,5.249287,17.387728,72.428474,321.315002
4.2358227,13.242330,-10.359711,5.215768,17.603611,72.765114,321.963287
4.2468767,13.456611,-9.900024,4.923676,17.416470,73.578445,323.658081
4.2556725,13.565547,-8.968679,4.570531,16.892336,74.301910,326.529846
4.2656512,13.509283,-7.706935,4.264073,16.126993,74.668343,330.295593
4.2754860,13.330915,-6.230910,4.078523,15.269967,74.508560,334.948486
4.2866421,13.024457,-4.809951,4.035427,14.458796,73.793594,339.730743
4.2977390,12.494142,-3.604471,4.018668,13.610491,72.826721,343.907532
4.3059115,11.826159,-2.693477,3.853468,12.726433,72.374596,347.169403
4.3157301,11.050438,-1.993173,3.523068,11.768472,72.580536,349.775452
4.3258529,10.271125,-1.397017,3.053804,10.806173,73.584671,352.254517
4.3362608,9.510966,-0.883460,2.522291,9.879318,75.208031,354.693115
4.3480563,8.729259,-0.525527,2.012326,8.973606,77.041252,356.554779
4.3572245,7.993042,-0.233435,1.479617,8.132188,79.516884,358.327179
4.3660483,7.455544,-0.233435,1.074997,7.536262,81.799171,358.206635
4.3774643,7.054515,0.480037,0.985214,7.139136,82.067764,3.892796
4.3858037,7.054515,0.480037,1.082179,7.153162,81.298492,3.892796
4.3957939,6.696582,0.824802,1.236605,6.859571,79.614258,7.021624
4.4067726,6.058527,1.327585,1.514333,6.384469,76.279243,12.359681
4.4164906,5.781997,1.327585,1.790863,6.196867,73.202209,12.931356
4.4255843,5.781997,1.471237,1.790863,6.229223,73.292030,14.276031
4.4355774,5.500679,1.557428,1.996764,6.055585,70.747047,15.808613
4.4456930,5.267244,1.625663,2.067393,5.887338,69.441765,17.152126
4.4558330,5.105635,1.650802,2.070984,5.751664,68.895691,17.917545
4.4658713,5.142745,1.632846,2.002750,5.755434,69.636467,17.614887
4.4754972,5.325902,1.643619,1.962048,5.909005,70.607132,17.150681
4.4854851,5.464766,1.610101,1.985990,6.033261,70.781380,16.416716
4.4956927,5.482722,1.400608,2.109292,6.039127,69.557266,14.330215
4.5058208,5.554548,0.950498,2.214637,6.054838,68.545441,9.710442
4.5158439,5.734113,0.160412,2.460042,6.241602,66.787880,1.602428
4.5285039,6.708553,-2.449268,3.051410,7.766254,66.864548,339.943054
4.5357571,6.708553,-2.449268,3.051410,7.766254,66.864548,339.943054
4.5454788,7.608773,-4.216189,3.296816,9.302616,69.243530,331.008209
4.5557756,8.939949,-5.701791,3.377022,11.128225,72.334190,327.470764
4.5656934,10.747571,-6.490681,2.942474,12.895634,76.810295,328.871338
4.5755067,12.668919,-6.756437,2.340332,14.547443,80.742264,331.928650
4.5855207,14.378378,-6.904878,2.111686,16.089571,82.458420,334.348450
4.5967793,15.840038,-7.260417,2.448071,17.595837,82.002617,335.375244
4.6054902,17.000029,-7.903260,3.257311,19.028204,80.143372,335.066437
4.6156640,17.888277,-8.718486,4.335899,20.366699,77.708138,334.016083
4.6258402,18.547880,-9.564836,5.615600,21.611221,74.939049,332.720581
4.6357131,18.959682,-10.242394,6.878541,22.620579,72.296974,331.621216
4.6454868,19.130869,-10.667366,7.675811,23.209932,70.687981,330.855988
4.6557932,18.914194,-10.833763,7.872135,23.175152,70.142624,330.196564
4.6658826,18.282124,-10.737994,7.473501,22.480965,70.583252,329.572174
4.6756687,17.322050,-10.326192,6.545747,21.202133,72.017250,329.199554
4.6857157,16.114174,-9.684546,5.631162,19.625673,73.325851,328.994324
4.6958189,14.749479,-8.956709,5.078102,17.987686,73.601883,328.731537
4.7055998,13.322536,-8.208521,4.947618,16.411846,72.454308,328.361206
4.7167096,11.893197,-7.450756,5.163096,14.953911,69.801888,327.934021
4.7257185,10.437522,-6.691794,5.386954,13.518182,66.515755,327.334900
4.7355809,9.070433,-5.900510,5.506664,12.141339,63.028538,326.955139
4.7458935,7.835025,-5.145139,5.480328,10.857903,59.686459,326.707703
4.7558327,6.776788,-4.344279,5.266047,9.619192,56.807613,327.337982
4.7655740,5.907693,-3.669114,4.876989,8.494013,54.958622,328.156647
4.7755466,5.219360,-3.095703,4.394557,7.492478,54.088909,329.326996
4.7855659,4.738125,-2.680309,3.882198,6.686206,54.505276,330.503601
4.7955375,4.510676,-2.375048,3.465607,6.164210,55.790928,332.231445
4.8057604,4.580108,-2.145205,3.046622,5.904337,58.935863,334.902802
4.8157926,4.855441,-1.962048,2.539051,5.819942,64.134033,337.996735
4.8258843,5.169082,-1.825579,1.954866,5.820107,70.373856,340.548157
4.8358045,5.413290,-1.844732,1.406593,5.889419,76.182266,341.182007
4.8456163,5.407305,-1.991976,0.841562,5.823670,81.691261,339.776917
4.8556099,5.183447,-2.273294,0.316035,5.668850,86.804138,336.319275
4.8656936,4.843470,-2.579752,-0.135272,5.489319,91.412071,331.959137
4.8760533,4.515464,-2.887407,-0.577003,5.390684,96.144539,327.403168
4.8867178,4.234146,-3.277662,-0.760159,5.408226,98.080025,322.256470
4.8954911,4.031836,-3.666720,-0.724246,5.497733,97.569885,317.715302
4.9054880,3.908534,-3.976769,-0.600945,5.608250,96.151260,314.504211
4.9151015,3.851074,-4.194642,-0.445322,5.711751,94.471649,312.554840
4.9255109,3.755305,-4.369418,-0.343568,5.771669,93.412643,310.677490
4.9353986,3.670311,-4.449624,-0.283713,5.775018,92.815941,309.517822
4.9451141,3.623624,-4.484340,-0.372298,5.777418,93.694717,308.940369
4.9550962,3.633201,-4.438850,-0.559046,5.763339,95.566467,309.300354
4.9655714,3.706224,-4.376601,-0.735020,5.781953,97.303383,310.258820
4.9754834,3.737349,-4.449624,-0.808043,5.866845,97.916534,310.027740
4.9869494,3.757699,-4.608838,-0.709881,5.988791,96.807556,309.191223
4.9992466,3.866636,-4.748899,-0.509965,6.145159,94.760246,309.153076
5.0058222,4.216189,-4.813542,-0.308852,6.406390,92.763298,311.215179
5.0157638,4.770447,-4.871003,-0.240617,6.822150,92.021240,314.402435
5.0257668,5.437232,-4.916493,-0.263362,7.335173,92.057594,317.879242
5.0357471,6.227319,-4.880580,-0.318429,7.918394,92.304703,321.912903
5.0475807,7.092823,-4.917690,-0.381875,8.639308,92.533417,325.265137
5.0564179,7.906851,-5.039794,-0.287304,9.380852,91.755051,327.486725
5.0658789,8.580819,-5.336676,-0.008380,10.104980,90.047516,328.121246
5.0758243,9.185355,-5.742493,0.360327,10.838672,88.094872,327.987244
5.0858173,9.763555,-6.186617,0.891840,11.592955,85.587906,327.639862
5.0955677,10.292673,-6.728904,1.551443,12.394524,82.809334,326.825073
5.1058173,10.850522,-7.283162,2.231396,13.257353,80.310204,326.129425
5.1158462,11.396400,-7.863756,2.908955,14.148449,78.135231,325.393524
5.1254978,11.966220,-8.465898,3.496732,15.069471,76.582748,324.721252
5.1356654,12.715605,-8.762778,3.840300,15.912912,76.034813,325.427887
5.1457014,13.615825,-8.483853,3.981557,16.529346,76.061630,328.073486
5.1558270,14.433445,-7.832631,4.017470,16.906050,76.252998,331.512543
5.1673899,15.012842,-6.936002,3.968389,17.007107,76.506378,335.202850
5.1759434,15.180436,-6.088455,3.907337,16.816130,76.564148,338.145630
5.1871343,15.005659,-5.402516,3.843891,16.405258,76.449135,340.199493
5.1956749,14.607024,-4.752491,3.719392,15.804594,76.388557,341.977356
5.2055683,14.101848,-4.070143,3.545813,15.099700,76.418594,343.900543
5.2157722,13.522451,-3.375824,3.351882,14.334853,76.477486,345.982849
5.2257953,12.835316,-2.711433,3.204639,13.504330,76.272491,348.071747
5.2368059,12.085930,-2.085350,3.075352,12.644215,75.923210,350.210358
5.2478247,11.310209,-1.395820,3.020285,11.789456,75.156166,352.964569
5.2559347,10.625467,-0.717063,2.971204,11.056347,74.411118,356.139221
5.2658195,10.014946,-0.112527,2.893393,10.425139,73.886566,359.356262
5.2752118,9.423578,0.377087,2.761712,9.827160,73.678406,2.291482
5.2851171,8.882488,0.701501,2.596512,9.280764,73.753311,4.515604
5.2960930,8.493430,0.890643,2.409764,8.873475,74.242325,5.986305
5.3051238,8.163031,0.955287,2.250550,8.521304,74.686012,6.674734
5.3150797,7.790732,0.872687,2.091335,8.113617,75.063034,6.391399
5.3255272,7.459136,0.744597,1.898602,7.732905,75.787285,5.700578
5.3356967,7.174225,0.677559,1.758541,7.417619,76.285957,5.395212
5.3470922,6.955156,0.622492,1.680730,7.182377,76.466881,5.114395
5.3558564,6.803124,0.590171,1.741782,7.047311,75.690750,4.957994
5.3656387,6.611588,0.494403,1.918953,6.902167,73.857826,4.276516
5.3754983,6.427235,0.494403,2.069787,6.770362,72.198936,4.398705
5.3857102,6.375759,0.383072,2.176329,6.747848,71.184486,3.438347
5.3971863,6.436811,0.130484,2.231396,6.813860,70.884171,1.161314
5.4057059,6.625953,0.130484,2.213439,6.987102,71.531136,1.128172
5.4156504,6.964733,-0.123301,2.232593,7.314860,72.228996,358.985748
5.4256597,6.964733,-0.387861,2.197877,7.313590,72.511185,356.812531
5.4354887,7.345411,-0.636858,2.050634,7.652826,74.457222,355.044769
5.4457307,7.635109,-1.127669,2.139219,8.008920,74.507957,351.598419
5.4566331,8.300697,-3.160346,2.578555,9.248693,73.811272,339.156525
5.4654646,8.300697,-3.160346,2.578555,9.248693,73.811272,339.156525
5.4754925,8.772355,-4.413711,2.965219,10.258050,73.198158,333.291260
5.4855323,9.458294,-5.754464,3.333926,11.562363,73.241226,328.683502
5.4956098,10.493786,-6.879739,3.824737,13.117887,73.048233,326.751099
5.5065236,13.481750,-7.742848,4.501099,16.185461,73.853447,330.130341
5.5157933,13.481750,-8.334216,4.501099,16.476547,74.146286,328.276276
5.5255866,15.237897,-8.845378,4.669890,18.227509,75.155289,329.865448
5.5357032,16.869545,-9.452309,4.978743,19.967863,75.561668,330.737305
5.5455346,17.955317,-10.066422,5.428853,21.288464,75.225594,330.723389
5.5568032,18.347965,-10.572795,6.210559,22.068142,73.654640,330.047821
5.5659547,18.086996,-10.985794,6.210559,22.054436,73.644196,328.726074
5.5757604,17.383101,-11.160571,6.418855,21.631741,72.738503,327.298096
5.5860395,16.400282,-10.983400,6.360197,20.737801,72.139786,326.189453
5.5957246,15.312117,-10.437522,5.992687,19.476013,72.079575,325.719666
5.6067624,14.183250,-9.671378,5.409699,17.999027,72.509056,325.710419
5.6161647,12.981361,-8.833407,4.751293,16.404865,73.164368,325.765961
5.6261392,11.781867,-7.951144,4.191050,14.818838,73.571472,325.986053
5.6360664,10.630256,-7.102399,3.677494,13.303021,73.952126,326.251892
5.6460600,9.538500,-6.299145,3.233369,11.879263,74.205612,326.559570
5.6560602,8.567651,-5.527015,2.902970,10.600932,74.107048,327.173828
5.6660948,7.674613,-4.808754,2.655170,9.437888,73.660347,327.929596
5.6768155,6.955156,-4.180276,2.485181,8.486755,72.972504,328.992767
5.6865540,6.399701,-3.605668,2.444480,7.741608,71.593376,330.602570
5.6957030,5.981913,-3.137601,2.530671,7.213330,69.461754,332.322327
5.7056055,5.673061,-2.743755,2.628834,6.828073,67.356026,334.189423
5.7155724,5.459977,-2.361880,2.615665,6.498580,66.265564,336.607635
5.7258286,5.284003,-2.047042,2.457648,6.176658,66.553482,338.823456
5.7367139,5.185841,-1.772906,2.215834,5.911520,67.986000,341.125763
5.7457657,5.122395,-1.562217,1.948880,5.698911,70.002800,343.039459
5.7554846,5.052963,-1.423353,1.619677,5.493789,72.853271,344.268158
5.7655234,5.001487,-1.326388,1.236605,5.320091,76.559196,345.147125
5.7758241,4.933253,-1.237802,0.867898,5.159688,80.316383,345.914703
5.7858243,4.898537,-1.266533,0.542287,5.088599,83.882431,345.503448
5.7938251,4.898537,-1.266533,0.542287,5.088599,83.882431,345.503448
5.7956161,4.848258,-1.456872,0.295684,5.071046,86.657288,343.274811
5.8057404,4.793192,-1.762132,0.092177,5.107670,88.965942,339.814941
5.8155322,4.843470,-2.194286,-0.046687,5.317544,90.503052,335.627563
5.8258314,4.935647,-2.632425,-0.041899,5.593928,90.429146,331.926788
5.8358707,5.079299,-3.059790,0.017957,5.929748,89.826500,328.935089
5.8471503,5.179855,-3.380613,0.025139,6.185473,89.767136,326.869690
5.8560896,5.218163,-3.554192,0.023942,6.313642,89.782730,325.740448
5.8658485,5.193024,-3.629610,0.022745,6.335778,89.794312,325.048767
5.8759966,5.134366,-3.665523,0.028730,6.308612,89.739067,324.476227
5.8868504,5.100847,-3.670311,0.100556,6.284897,89.083244,324.263123
5.9013481,5.025429,-3.749320,0.250194,6.274945,87.714905,323.274506
5.9067998,5.025429,-3.749320,0.250194,6.274945,87.714905,323.274506
5.9153414,4.933253,-3.843891,0.416591,6.267857,86.189049,322.075012
5.9254098,4.808754,-3.916914,0.622492,6.233284,84.268555,320.835876
5.9357796,4.616021,-3.983952,0.806846,6.150652,82.462181,319.203491
5.9470062,4.401740,-4.021062,0.954089,6.037759,80.907990,317.587799
5.9585261,4.268862,-3.948039,1.051055,5.908884,79.753876,317.235931
5.9658484,4.334702,-3.830723,1.048660,5.879096,79.725105,318.531891
5.9763083,4.686650,-3.876213,0.985214,6.161198,80.798546,320.406677
5.9857068,5.273229,-4.268862,0.951695,6.850975,82.014999,321.008636
5.9969115,5.935226,-4.984728,0.846350,7.796841,83.768242,319.974609
6.0069666,6.602011,-5.768829,0.658405,8.792009,85.705284,318.853088
6.0156441,7.341819,-6.490681,0.492008,9.811897,87.125748,318.521088
6.0254927,8.063671,-7.307104,0.441730,10.890899,87.675468,317.817902
6.0355358,8.850166,-8.125920,0.475249,12.024220,87.734833,317.442902
6.0463943,9.946711,-8.856153,0.776918,13.340618,86.661369,318.319397
6.0567923,11.257536,-9.446322,1.406593,14.762914,84.532631,319.999603
6.0656438,12.405556,-9.812635,2.135628,15.960781,82.310493,321.656464
6.0754833,13.344083,-9.986216,2.857480,16.910181,80.271492,323.190186
6.0855260,13.977349,-9.844957,3.593697,17.470093,78.129189,324.841003
6.0960240,14.374787,-9.391256,4.229357,17.683825,76.162720,326.842834
6.1068029,14.569915,-8.728063,4.667496,17.613831,74.633614,329.076416
6.1156378,14.604630,-7.954735,5.006276,17.367666,73.246628,331.424103
6.1254916,14.415488,-7.151481,5.201403,16.911671,72.087578,333.614136
6.1355329,13.966576,-6.417658,5.177461,16.219051,71.384178,335.321167
6.1458321,13.371616,-5.846641,4.884171,15.389557,71.496101,336.382996
6.1566978,12.714408,-5.556942,4.381389,14.551026,72.476006,336.391846
6.1658001,12.072762,-5.414487,3.860650,13.783065,73.733765,335.844360
6.1757045,11.561600,-5.187038,3.427300,13.127160,74.865570,335.836914
6.1854992,11.252748,-4.651934,3.055001,12.553799,75.915497,337.539581
6.1955276,11.098322,-3.933673,2.665944,12.072854,77.242722,340.483704
6.2060189,10.941502,-3.174711,2.274492,11.617598,78.709717,343.819733
6.2160940,10.736797,-2.462436,2.031480,11.201308,79.550957,347.082855
6.2263331,10.465055,-1.836353,1.970428,10.806117,79.493690,350.047363
6.2356853,10.122684,-1.286883,2.043451,10.406753,78.675926,352.754913
6.2455745,9.691729,-0.842759,2.226608,9.979861,77.108231,355.030273
6.2558064,9.222465,-0.567426,2.430115,9.554124,75.264778,356.479218
6.2659149,8.718486,-0.426168,2.600103,9.107917,73.412621,357.201569
6.2768736,8.212111,-0.354342,2.628834,8.629895,72.264732,357.529297
6.2857909,7.692570,-0.332794,2.604892,8.128459,71.308914,357.522827
6.2958016,7.278373,-0.313640,2.507926,7.704724,71.003830,357.532532
6.3054857,7.012617,-0.369904,2.406173,7.423159,71.086273,356.980530
6.3159261,6.898892,-0.535104,2.275689,7.284216,71.795250,355.564789
6.3266850,6.900089,-0.736217,2.153584,7.265754,72.758369,353.909760
6.3356905,6.928820,-0.922965,1.980005,7.265041,74.184608,352.412476
6.3455677,6.950367,-1.188721,1.835156,7.286183,75.411926,350.294617
6.3559093,6.879739,-1.543063,1.838747,7.286483,75.383362,347.358276
6.3658991,6.804321,-1.873463,1.974019,7.328397,74.373474,344.605957
6.3767152,6.725313,-2.132037,2.208651,7.392804,72.617050,342.410522
6.3856678,6.618771,-2.372654,2.458845,7.448727,70.724991,340.278595
6.3955755,6.466739,-2.600103,2.710236,7.478277,68.751442,338.096252
6.4055295,6.416461,-2.657564,2.886210,7.520892,67.433281,337.501678
6.4158258,6.490681,-2.547431,2.905364,7.553772,67.379585,338.571228
6.4258471,6.671443,-2.407370,2.765303,7.612521,68.699638,340.158173
6.4357743,7.037756,-2.407370,2.536657,7.858757,71.168816,341.115967
6.4459600,7.669825,-2.246958,2.298434,8.316119,73.955551,343.671478
6.4558072,8.246828,-2.042254,2.099715,8.751558,76.117905,346.091034
6.4661183,8.705317,-1.974019,1.849521,9.115922,78.294044,347.223663
6.4763765,8.931569,-2.325967,1.765724,9.396852,79.169403,345.403198
6.4861236,9.074024,-3.199851,1.844732,9.796938,79.146591,340.575378
6.4995823,9.269152,-6.027403,1.959654,11.228848,79.949295,326.965454
6.5058608,9.269152,-6.027403,2.109292,11.255926,79.199265,326.965454
6.5157471,9.703699,-7.311892,2.109292,12.331855,80.151466,323.001404
6.5259662,10.529699,-8.327033,2.479196,13.651390,79.536591,321.662567
6.5360637,11.682508,-9.125500,2.815581,15.089176,79.245796,322.005707
6.5462556,13.000515,-9.676167,3.252523,16.529383,78.651733,323.340027
6.5568280,15.805323,-9.727641,3.573346,18.899843,79.101631,328.389099
6.5687757,16.883911,-9.265560,3.919308,19.653957,78.497208,331.242889
6.5758395,16.883911,-9.265560,3.919308,19.653957,78.497208,331.242889
6.5858088,17.379511,-9.370906,4.288015,20.205156,77.747292,331.666779
6.5956774,17.173609,-9.876082,4.550180,20.326681,77.064583,330.097931
6.6059160,16.340427,-10.533290,4.698621,20.000919,76.413078,327.193542
6.6159091,15.170859,-11.015722,4.728549,19.335466,75.844574,324.016205
6.6255841,13.797785,-11.238382,4.544195,18.366541,75.675285,320.836975
6.6355820,12.349293,-11.131841,4.152743,17.136749,75.975922,317.968018
6.6455269,10.946290,-10.662578,3.722984,15.728078,76.307594,315.752228
6.6554866,9.689334,-9.871294,3.265691,14.212332,76.715958,314.467041
6.6658220,8.680179,-8.942344,2.759317,12.764201,77.515457,314.147705
6.6767673,7.908048,-7.969100,2.361880,11.472675,78.119568,314.779694
6.6854906,7.425617,-7.042544,2.091335,10.445616,78.450653,316.516663
6.6954899,7.103596,-6.169858,1.866280,9.592249,78.780907,319.023926
6.7055049,6.770802,-5.407305,1.715446,8.833202,78.801758,321.388397
6.7158499,6.417658,-4.842273,1.622072,8.201528,78.593018,322.964600
6.7258487,6.038177,-4.424485,1.535880,7.641634,78.405228,323.767822
6.7357368,5.613206,-4.122815,1.443704,7.112662,78.288925,323.703278
6.7457089,5.163096,-3.870227,1.367089,6.595843,78.037865,323.144989
6.7557025,4.778827,-3.660734,1.291672,6.156832,77.889664,322.546722
6.7658567,4.516662,-3.476381,1.187524,5.821999,78.230682,322.415253
6.7767687,4.398149,-3.314772,1.152808,5.626757,78.177544,322.995605
6.7858210,4.413711,-3.119645,1.146823,5.525236,78.020554,324.747040
6.7957921,4.481946,-2.935291,1.154005,5.480465,77.844414,326.778625
6.8061123,4.690241,-2.719813,1.168370,5.546245,77.838982,329.891083
6.8155322,4.969166,-2.491167,1.247379,5.696883,77.352150,333.374237
6.8266625,5.231331,-2.373851,1.345541,5.900209,76.817719,335.592621
6.8368602,5.452795,-2.404976,1.332373,6.106725,77.397766,336.199951
6.8455868,5.620389,-2.533065,1.255759,6.291432,78.486534,335.739288
6.8554831,5.713762,-2.794033,1.161188,6.465451,79.653603,333.941345
6.8655257,5.742493,-3.135207,1.101333,6.634657,80.444847,331.366943
6.8766870,5.687426,-3.475184,1.092953,6.754129,80.687447,328.573853
6.8860269,5.585672,-3.719392,1.177947,6.813309,80.044159,326.341125
6.8958259,5.464766,-3.855862,1.371878,6.827400,78.408241,324.793732
6.9055390,5.337873,-3.924097,1.638831,6.824748,76.105751,323.678802
6.9151354,5.250484,-3.926491,1.924938,6.833030,73.637665,323.209625
6.9251351,5.106832,-4.027047,2.474407,6.958415,69.169823,321.742065
6.9338126,5.106832,-4.027047,2.474407,6.958415,69.169823,321.742065
6.9357162,5.106832,-4.027047,2.474407,6.958415,69.169823,321.742065
6.9452977,5.035006,-4.132392,2.679112,7.043123,67.642349,320.623169
6.9570732,4.996699,-4.246117,2.809596,7.133746,66.805992,319.642639
6.9657168,4.953603,-4.369418,2.932897,7.227163,66.057739,318.585480
6.9761848,4.850653,-4.598064,3.033453,7.339814,65.588478,316.531311
6.9858289,4.726154,-4.814740,3.087323,7.419557,65.411003,314.468048
6.9973512,4.642357,-4.989516,3.052607,7.467607,65.871796,312.935791
7.0057225,4.576517,-5.046977,2.965219,7.430276,66.479790,312.201233
7.0156832,4.553771,-5.038598,2.971204,7.412985,66.371124,312.106567
7.0256996,4.576517,-4.948815,3.086126,7.413464,65.399628,312.761719
7.0358272,4.697424,-4.794389,3.211822,7.440951,64.428238,314.414703
7.0463181,4.952406,-4.780024,3.160346,7.573820,65.337494,316.014740
7.0558252,5.383362,-5.058948,2.855086,7.919915,68.869431,316.779449
7.0657625,5.901707,-5.474342,2.430115,8.408568,73.201630,317.151428
7.0757928,6.379351,-6.007052,1.948880,8.976577,77.460815,316.721619
7.0865231,6.932411,-6.549339,1.498770,9.653936,81.068726,316.627563
7.0957317,7.540538,-7.180211,1.268927,10.489296,83.051712,316.402191
7.1077380,8.056489,-7.923611,1.321599,11.377048,83.329254,315.476410
7.1161461,8.480263,-8.681376,1.563414,12.236233,82.659302,314.328583
7.1268330,8.923190,-9.367314,2.019509,13.093827,81.127647,313.609039
7.1356258,9.516952,-9.967062,2.576161,14.019675,79.411545,313.676605
7.1457891,10.394426,-10.341754,3.077746,14.982272,78.145569,315.145538
7.1560168,11.577163,-10.229227,3.422511,15.823443,77.508560,318.537170
7.1657581,13.005303,-9.688137,3.537433,16.598536,77.694908,323.316193
7.1758385,14.360422,-8.875306,3.438074,17.228266,78.488770,328.282288
7.1856885,15.446193,-7.996634,3.253720,17.695133,79.404358,332.628998
7.1957550,16.053122,-7.194576,3.037045,17.851843,80.204910,335.859375
7.2062778,16.267403,-6.525397,2.704251,17.734772,81.229156,338.142639
7.2159224,16.160862,-5.993884,2.357092,17.397011,82.213142,339.650757
7.2262478,15.871163,-5.462371,2.098518,16.915529,82.873604,341.008087
7.2356267,15.489288,-4.838682,1.867477,16.334576,83.435211,342.651764
7.2456145,15.036784,-4.182671,1.695095,15.699457,83.801605,344.455414
7.2556739,14.506468,-3.593697,1.669956,15.037986,83.624199,346.086212
7.2658272,13.860034,-3.120842,1.770512,14.316945,82.896301,347.310425
7.2787542,13.145365,-2.773683,1.849521,13.561514,82.161568,348.085297
7.2857270,12.380417,-2.473210,1.902193,12.767530,81.431786,348.702850
7.2954817,11.710040,-2.213439,1.932121,12.073005,80.790985,349.296204
7.3058443,11.110293,-2.011129,1.945289,11.457199,80.224541,349.739716
7.3158154,10.526108,-1.866280,1.936909,10.864326,79.730316,349.945923
7.3313570,9.964667,-1.764527,1.884237,10.293614,79.452591,349.958252
7.3356748,9.483433,-1.698686,1.825579,9.805803,79.270454,349.844788
7.3456340,9.065644,-1.661576,1.752556,9.381801,79.233688,349.613953
7.3557286,8.714894,-1.660379,1.699883,9.033042,79.153114,349.213165
7.3658290,8.469488,-1.644817,1.764527,8.806316,78.441368,349.009674
7.3768420,8.333019,-1.647211,1.836353,8.690495,77.801109,348.818329
7.3862729,8.240842,-1.702277,1.900996,8.626877,77.269974,348.328796
